available_checkpoints,batch_size,best_epoch,best_val_acc,best_val_dqn_proxy_expanded5,best_val_dqn_proxy_softmax3,best_val_macro_f1,best_val_metric,cache_len,cache_root,checkpoint_tags,class_weight_mode,config_path,dataset_tag,early_stopping_mode,entropy_loss_weight,epochs,family_tag,grad_clip_norm,has_config,has_history,has_summary,history_lr_best,history_lr_last,history_lr_len,history_path,history_train_loss_best,history_train_loss_last,history_train_loss_len,history_val_acc_best,history_val_acc_last,history_val_acc_len,history_val_dqn_proxy_expanded5_best,history_val_dqn_proxy_expanded5_last,history_val_dqn_proxy_expanded5_len,history_val_dqn_proxy_softmax3_best,history_val_dqn_proxy_softmax3_last,history_val_dqn_proxy_softmax3_len,history_val_loss_best,history_val_loss_last,history_val_loss_len,history_val_macro_f1_best,history_val_macro_f1_last,history_val_macro_f1_len,known_pa_names,label_smoothing,lambda_center,lr,mlp_dropout,model_selection_metric,n_checkpoints,noise_tag,open_conf_selection_metric,paper_set,pas,protocols,result_root,run_dir,run_name,scheduler_name,seed,source_name,source_type,split_mode,summary_path,task,test_dqn_proxy_expanded5,test_dqn_proxy_softmax3,test_energy_auroc,test_entropy_auroc,test_expanded5_mean_auroc,test_known_acc,test_known_macro_f1,test_logit_variance_auroc,test_p1p2_auroc,test_pmax_auroc,test_softmax3_mean_auroc,unknown_pa_names,unknown_pas,weight_decay
"[""best_model"", ""epoch_20"", ""final_model""]",16,28,0.9925925925925926,0.8161219520268208,0.8205373612036344,0.9925916779849363,0.8205373612036344,16384,,"[""best_model"", ""epoch_20"", ""final_model""]",,results_pa_confmanifold_coarse/16-48_04-29-26_confman_paperish_mid_unkPA2_c16384_seed0/config.json,,open_conf,0.05,200,,1.0,True,True,True,0.0001,2.5e-05,43,results_pa_confmanifold_coarse/16-48_04-29-26_confman_paperish_mid_unkPA2_c16384_seed0/history.json,0.9921575413809882,0.07811899834445545,43,0.9925925925925926,0.9925925925925926,43,0.8350273721945252,0.7138560142609481,43,0.8205373612036344,0.7239084542940752,43,0.40067667298846776,0.03942288833635825,43,0.9925916779849363,0.9925916779849363,43,"[""PA3"", ""PA4"", ""PA8""]",0.0,0.1,0.0001,0.5,val_macro_f1,3,,dqn_proxy_softmax3,,,,results_pa_confmanifold_coarse,results_pa_confmanifold_coarse/16-48_04-29-26_confman_paperish_mid_unkPA2_c16384_seed0,confman_paperish_mid_unkPA2_c16384_seed0,plateau,0,pilot_noisy_torch,digital,open_pa,results_pa_confmanifold_coarse/16-48_04-29-26_confman_paperish_mid_unkPA2_c16384_seed0/summary.json,pa,0.8110536301037321,0.822363396196552,0.6588307915758895,0.6853231663035585,0.6602534495279594,0.9962962962962963,0.9962961819809254,0.6060493827160494,0.6693754538852579,0.6816884531590414,0.6787956911159525,"[""PA2""]","[""PA2""]",0.0001
"[""best_model"", ""epoch_20"", ""epoch_50"", ""final_model""]",16,48,1.0,0.967821787492759,0.98642013937167,1.0,0.98642013937167,16384,,"[""best_model"", ""epoch_20"", ""epoch_50"", ""final_model""]",,results_pa_confmanifold_coarse/16-52_04-29-26_confman_paperish_mid_unkPA3_c16384_seed0/config.json,,open_conf,0.05,200,,1.0,True,True,True,0.0001,6.25e-06,63,results_pa_confmanifold_coarse/16-52_04-29-26_confman_paperish_mid_unkPA3_c16384_seed0/history.json,1.040770303256928,0.08973036666238118,63,1.0,1.0,63,0.9694934975190689,0.9420689078621022,63,0.98642013937167,0.9787348010056598,63,0.47792685782467875,0.00554546930792707,63,1.0,1.0,63,"[""PA2"", ""PA4"", ""PA8""]",0.0,0.1,0.0001,0.5,val_macro_f1,4,,dqn_proxy_softmax3,,,,results_pa_confmanifold_coarse,results_pa_confmanifold_coarse/16-52_04-29-26_confman_paperish_mid_unkPA3_c16384_seed0,confman_paperish_mid_unkPA3_c16384_seed0,plateau,0,pilot_noisy_torch,digital,open_pa,results_pa_confmanifold_coarse/16-52_04-29-26_confman_paperish_mid_unkPA3_c16384_seed0/summary.json,pa,0.9724833368705024,0.9878551312339824,0.9703159041394336,0.9797712418300654,0.9492396514161221,0.9962962962962963,0.9962961819809254,0.8374255628177197,0.9795061728395061,0.9791793754538852,0.979485596707819,"[""PA3""]","[""PA3""]",0.0001
"[""best_model"", ""epoch_20"", ""final_model""]",16,18,1.0,0.9274417222381944,0.960302592914779,1.0,0.960302592914779,16384,,"[""best_model"", ""epoch_20"", ""final_model""]",,results_pa_confmanifold_coarse/16-57_04-29-26_confman_paperish_mid_unkPA4_c16384_seed0/config.json,,open_conf,0.05,200,,1.0,True,True,True,0.0001,5e-05,33,results_pa_confmanifold_coarse/16-57_04-29-26_confman_paperish_mid_unkPA4_c16384_seed0/history.json,0.990068857442765,0.09095420688390732,33,1.0,0.9925925925925926,33,0.9274417222381944,0.8604477731799707,33,0.960302592914779,0.949095302382282,33,0.45001961610935354,0.013292197246725361,33,1.0,0.9925916779849363,33,"[""PA2"", ""PA3"", ""PA8""]",0.0,0.1,0.0001,0.5,val_macro_f1,3,,dqn_proxy_softmax3,,,,results_pa_confmanifold_coarse,results_pa_confmanifold_coarse/16-57_04-29-26_confman_paperish_mid_unkPA4_c16384_seed0,confman_paperish_mid_unkPA4_c16384_seed0,plateau,0,pilot_noisy_torch,digital,open_pa,results_pa_confmanifold_coarse/16-57_04-29-26_confman_paperish_mid_unkPA4_c16384_seed0/summary.json,pa,0.9304452670962051,0.9769579648919493,0.9128177196804649,0.9563616557734204,0.8657283950617284,1.0,1.0,0.5524836601307189,0.9532679738562092,0.9537109658678287,0.9544468651658193,"[""PA4""]","[""PA4""]",0.0001
"[""best_model"", ""epoch_20"", ""final_model""]",16,22,0.9925925925925926,0.9401279068260313,0.9815645736314816,0.9925916779849363,0.9815645736314816,16384,,"[""best_model"", ""epoch_20"", ""final_model""]",,results_pa_confmanifold_coarse/16-59_04-29-26_confman_paperish_mid_unkPA8_c16384_seed0/config.json,,open_conf,0.05,200,,1.0,True,True,True,0.0001,2.5e-05,37,results_pa_confmanifold_coarse/16-59_04-29-26_confman_paperish_mid_unkPA8_c16384_seed0/history.json,0.9160994471065582,0.07278229817748069,37,0.9925925925925926,0.9925925925925926,37,0.957695490957798,0.9165275003628834,37,0.9815645736314816,0.9720698893671158,37,0.24392161987445973,0.04640193487069121,37,0.9925916779849363,0.9925916779849363,37,"[""PA2"", ""PA3"", ""PA4""]",0.0,0.1,0.0001,0.5,val_macro_f1,3,,dqn_proxy_softmax3,,,,results_pa_confmanifold_coarse,results_pa_confmanifold_coarse/16-59_04-29-26_confman_paperish_mid_unkPA8_c16384_seed0,confman_paperish_mid_unkPA8_c16384_seed0,plateau,0,pilot_noisy_torch,digital,open_pa,results_pa_confmanifold_coarse/16-59_04-29-26_confman_paperish_mid_unkPA8_c16384_seed0/summary.json,pa,0.9430870265449266,0.9815874738920944,0.9120406681190995,0.9793754538852579,0.902794480755265,0.9851851851851852,0.9851778656126483,0.6679012345679012,0.9753812636165577,0.9792737835875092,0.9780101670297748,"[""PA8""]","[""PA8""]",0.0001
"[""best_model"", ""epoch_20"", ""final_model""]",16,12,0.9851851851851852,0.9043829611140842,0.9011873224824606,0.9851851851851853,0.9011873224824606,16384,,"[""best_model"", ""epoch_20"", ""final_model""]",,results_pa_confmanifold_coarse/17-02_04-29-26_confman_paperish_strong_unkPA2_c16384_seed0/config.json,,open_conf,0.1,200,,1.0,True,True,True,0.0001,0.0001,27,results_pa_confmanifold_coarse/17-02_04-29-26_confman_paperish_strong_unkPA2_c16384_seed0/history.json,1.0506905302168832,0.11100975305788101,27,0.9925925925925926,0.9925925925925926,27,0.9043829611140842,0.7784068293261973,27,0.9011873224824606,0.7624833250239574,27,0.348333857677601,0.043922781233710274,27,0.9925916779849363,0.9925916779849363,27,"[""PA3"", ""PA4"", ""PA8""]",0.0,0.1,0.0001,0.5,val_macro_f1,3,,dqn_proxy_softmax3,,,,results_pa_confmanifold_coarse,results_pa_confmanifold_coarse/17-02_04-29-26_confman_paperish_strong_unkPA2_c16384_seed0,confman_paperish_strong_unkPA2_c16384_seed0,plateau,0,pilot_noisy_torch,digital,open_pa,results_pa_confmanifold_coarse/17-02_04-29-26_confman_paperish_strong_unkPA2_c16384_seed0/summary.json,pa,0.915093429676968,0.9127358108323212,0.8406971677559913,0.8379593318809005,0.8405090777051563,0.9962962962962963,0.9962961819809254,0.8532970225127089,0.8331299927378361,0.8374618736383441,0.8361837327523602,"[""PA2""]","[""PA2""]",0.0001
"[""best_model"", ""epoch_20"", ""final_model""]",16,27,0.9888888888888889,0.9385767580237042,0.9866110664107219,0.9888858016115588,0.9866110664107219,16384,,"[""best_model"", ""epoch_20"", ""final_model""]",,results_pa_confmanifold_coarse/17-04_04-29-26_confman_paperish_strong_unkPA3_c16384_seed0/config.json,,open_conf,0.1,200,,1.0,True,True,True,0.0001,5e-05,42,results_pa_confmanifold_coarse/17-04_04-29-26_confman_paperish_strong_unkPA3_c16384_seed0/history.json,1.0783458522387914,0.09335645695054341,42,0.9962962962962963,0.9925925925925926,42,0.9559244337407183,0.9210349112361551,42,0.9866110664107219,0.9769948658457145,42,0.4383969763914744,0.022847808930695195,42,0.9962961819809254,0.9925925925925926,42,"[""PA2"", ""PA4"", ""PA8""]",0.0,0.1,0.0001,0.5,val_macro_f1,3,,dqn_proxy_softmax3,,,,results_pa_confmanifold_coarse,results_pa_confmanifold_coarse/17-04_04-29-26_confman_paperish_strong_unkPA3_c16384_seed0,confman_paperish_strong_unkPA3_c16384_seed0,plateau,0,pilot_noisy_torch,digital,open_pa,results_pa_confmanifold_coarse/17-04_04-29-26_confman_paperish_strong_unkPA3_c16384_seed0/summary.json,pa,0.9215871877330696,0.9699252127409285,0.9378104575163397,0.9668663761801016,0.875309368191721,0.9703703703703703,0.9703117268678872,0.530119825708061,0.9711728395061727,0.9705773420479302,0.9695388525780682,"[""PA3""]","[""PA3""]",0.0001
"[""best_model"", ""epoch_20"", ""final_model""]",16,20,0.9925925925925926,0.8898605800078189,0.9593808016808262,0.9925916779849363,0.9593808016808262,16384,,"[""best_model"", ""epoch_20"", ""final_model""]",,results_pa_confmanifold_coarse/17-08_04-29-26_confman_paperish_strong_unkPA4_c16384_seed0/config.json,,open_conf,0.1,200,,1.0,True,True,True,0.0001,0.0001,35,results_pa_confmanifold_coarse/17-08_04-29-26_confman_paperish_strong_unkPA4_c16384_seed0/history.json,1.0487268001314194,0.11079461200842781,35,1.0,0.9851851851851852,35,0.9082985760750498,0.8105325181403662,35,0.9593808016808262,0.8684691607233799,35,0.40812745182602495,0.033487130518726725,35,1.0,0.9851778656126483,35,"[""PA2"", ""PA3"", ""PA8""]",0.0,0.1,0.0001,0.5,val_macro_f1,3,,dqn_proxy_softmax3,,,,results_pa_confmanifold_coarse,results_pa_confmanifold_coarse/17-08_04-29-26_confman_paperish_strong_unkPA4_c16384_seed0,confman_paperish_strong_unkPA4_c16384_seed0,plateau,0,pilot_noisy_torch,digital,open_pa,results_pa_confmanifold_coarse/17-08_04-29-26_confman_paperish_strong_unkPA4_c16384_seed0/summary.json,pa,0.90190392071416,0.9630942905808916,0.8374074074074074,0.9357443718228031,0.8195018155410312,0.9925925925925926,0.9925916779849363,0.4566811909949165,0.9321423384168481,0.935533769063181,0.9344734931009441,"[""PA4""]","[""PA4""]",0.0001
"[""best_model"", ""epoch_20"", ""final_model""]",16,22,0.9925925925925926,0.9550702104172839,0.9851448846250381,0.9925916779849363,0.9851448846250381,16384,,"[""best_model"", ""epoch_20"", ""final_model""]",,results_pa_confmanifold_coarse/17-10_04-29-26_confman_paperish_strong_unkPA8_c16384_seed0/config.json,,open_conf,0.1,200,,1.0,True,True,True,0.0001,1.25e-05,37,results_pa_confmanifold_coarse/17-10_04-29-26_confman_paperish_strong_unkPA8_c16384_seed0/history.json,0.9336427032001435,0.07732388372459109,37,0.9925925925925926,0.9925925925925926,37,0.9580338232987196,0.9103163708444426,37,0.9851448846250381,0.9514021018652756,37,0.2224992588714317,0.04406778535771149,37,0.9925916779849363,0.9925916779849363,37,"[""PA2"", ""PA3"", ""PA4""]",0.0,0.1,0.0001,0.5,val_macro_f1,3,,dqn_proxy_softmax3,,,,results_pa_confmanifold_coarse,results_pa_confmanifold_coarse/17-10_04-29-26_confman_paperish_strong_unkPA8_c16384_seed0,confman_paperish_strong_unkPA8_c16384_seed0,plateau,0,pilot_noisy_torch,digital,open_pa,results_pa_confmanifold_coarse/17-10_04-29-26_confman_paperish_strong_unkPA8_c16384_seed0/summary.json,pa,0.9577600604921799,0.9886129610456559,0.9450326797385621,0.993362381989833,0.9311053013798112,0.9851851851851852,0.9851778656126483,0.7343137254901961,0.9896732026143791,0.9931445170660858,0.9920600338900992,"[""PA8""]","[""PA8""]",0.0001
"[""best_model"", ""epoch_20"", ""final_model""]",16,11,0.9851851851851852,0.8637696510845455,0.8958246972725483,0.9851851851851853,0.8958246972725483,16384,,"[""best_model"", ""epoch_20"", ""final_model""]",,results_pa_confmanifold_coarse/17-13_04-29-26_confman_paperish_mid_nocenter_unkPA2_c16384_seed0/config.json,,open_conf,0.05,200,,1.0,True,True,True,0.0001,5e-05,26,results_pa_confmanifold_coarse/17-13_04-29-26_confman_paperish_mid_nocenter_unkPA2_c16384_seed0/history.json,0.8682598297558134,0.03404345512981453,26,0.9925925925925926,0.9925925925925926,26,0.8637696510845455,0.6384279476216335,26,0.8958246972725483,0.490485001406218,26,0.3183419245260733,0.04593615234243097,26,0.9925916779849363,0.9925916779849363,26,"[""PA3"", ""PA4"", ""PA8""]",0.0,0.0,0.0001,0.5,val_macro_f1,3,,dqn_proxy_softmax3,,,,results_pa_confmanifold_coarse,results_pa_confmanifold_coarse/17-13_04-29-26_confman_paperish_mid_nocenter_unkPA2_c16384_seed0,confman_paperish_mid_nocenter_unkPA2_c16384_seed0,plateau,0,pilot_noisy_torch,digital,open_pa,results_pa_confmanifold_coarse/17-13_04-29-26_confman_paperish_mid_nocenter_unkPA2_c16384_seed0/summary.json,pa,0.8735869693841135,0.9117477025837533,0.8039651416122005,0.8343282498184458,0.7659912854030501,0.9962962962962963,0.9962961819809254,0.5228685548293391,0.8348039215686274,0.8339905591866377,0.8343742435245702,"[""PA2""]","[""PA2""]",0.0001
"[""best_model"", ""epoch_20"", ""final_model""]",16,27,0.9888888888888889,0.9211078117404847,0.9718266218171179,0.9888858016115588,0.9718266218171179,16384,,"[""best_model"", ""epoch_20"", ""final_model""]",,results_pa_confmanifold_coarse/17-16_04-29-26_confman_paperish_mid_nocenter_unkPA3_c16384_seed0/config.json,,open_conf,0.05,200,,1.0,True,True,True,0.0001,5e-05,42,results_pa_confmanifold_coarse/17-16_04-29-26_confman_paperish_mid_nocenter_unkPA3_c16384_seed0/history.json,0.9184186899472797,0.04533614508057196,42,0.9962962962962963,0.9925925925925926,42,0.9297093316777141,0.8449562898932538,42,0.9718266218171179,0.9172383192278732,42,0.45015890885282445,0.011208539143963544,42,0.9962961819809254,0.9925916779849363,42,"[""PA2"", ""PA4"", ""PA8""]",0.0,0.0,0.0001,0.5,val_macro_f1,3,,dqn_proxy_softmax3,,,,results_pa_confmanifold_coarse,results_pa_confmanifold_coarse/17-16_04-29-26_confman_paperish_mid_nocenter_unkPA3_c16384_seed0,confman_paperish_mid_nocenter_unkPA3_c16384_seed0,plateau,0,pilot_noisy_torch,digital,open_pa,results_pa_confmanifold_coarse/17-16_04-29-26_confman_paperish_mid_nocenter_unkPA3_c16384_seed0/summary.json,pa,0.909537364825759,0.9621708090551729,0.8893355119825709,0.938602033405955,0.8397044299201163,0.9851851851851852,0.9851778656126483,0.4900835148874365,0.9403050108932463,0.9401960784313725,0.9397010409101912,"[""PA3""]","[""PA3""]",0.0001
"[""best_model"", ""epoch_20"", ""final_model""]",16,16,0.9777777777777777,0.947380084242041,0.9486067194834857,0.9777530589543938,0.9486067194834857,16384,,"[""best_model"", ""epoch_20"", ""final_model""]",,results_pa_confmanifold_coarse/17-19_04-29-26_confman_paperish_mid_nocenter_unkPA4_c16384_seed0/config.json,,open_conf,0.05,200,,1.0,True,True,True,0.0001,0.0001,31,results_pa_confmanifold_coarse/17-19_04-29-26_confman_paperish_mid_nocenter_unkPA4_c16384_seed0/history.json,0.8650860356906104,0.05978323402839975,31,0.9962962962962963,0.9851851851851852,31,0.947380084242041,0.793964269290171,31,0.9486067194834857,0.8416354909444801,31,0.37004133197996353,0.049726317827244876,31,0.9962961819809254,0.9851778656126483,31,"[""PA2"", ""PA3"", ""PA8""]",0.0,0.0,0.0001,0.5,val_macro_f1,3,,dqn_proxy_softmax3,,,,results_pa_confmanifold_coarse,results_pa_confmanifold_coarse/17-19_04-29-26_confman_paperish_mid_nocenter_unkPA4_c16384_seed0,confman_paperish_mid_nocenter_unkPA4_c16384_seed0,plateau,0,pilot_noisy_torch,digital,open_pa,results_pa_confmanifold_coarse/17-19_04-29-26_confman_paperish_mid_nocenter_unkPA4_c16384_seed0/summary.json,pa,0.9386530914020087,0.9405977253802079,0.9189687726942628,0.9250835148874365,0.9222411038489471,0.9555555555555556,0.9553571428571429,0.9140377632534495,0.9266267247639798,0.9264887436456063,0.9260663277656742,"[""PA4""]","[""PA4""]",0.0001
"[""best_model"", ""final_model""]",16,2,0.9814814814814815,0.8901703725585738,0.9108686819898376,0.9814809099046267,0.9108686819898376,16384,,"[""best_model"", ""final_model""]",,results_pa_confmanifold_coarse/17-22_04-29-26_confman_paperish_mid_nocenter_unkPA8_c16384_seed0/config.json,,open_conf,0.05,200,,1.0,True,True,True,0.0001,0.0001,17,results_pa_confmanifold_coarse/17-22_04-29-26_confman_paperish_mid_nocenter_unkPA8_c16384_seed0/history.json,0.8628264092263721,0.061760853705484245,17,0.9814814814814815,0.9814814814814815,17,0.9040762741411925,0.8547783867968233,17,0.9108686819898376,0.8164246162949547,17,0.2920539564556546,0.09869800283470087,17,0.9814809099046267,0.9814809099046267,17,"[""PA2"", ""PA3"", ""PA4""]",0.0,0.0,0.0001,0.5,val_macro_f1,2,,dqn_proxy_softmax3,,,,results_pa_confmanifold_coarse,results_pa_confmanifold_coarse/17-22_04-29-26_confman_paperish_mid_nocenter_unkPA8_c16384_seed0,confman_paperish_mid_nocenter_unkPA8_c16384_seed0,plateau,0,pilot_noisy_torch,digital,open_pa,results_pa_confmanifold_coarse/17-22_04-29-26_confman_paperish_mid_nocenter_unkPA8_c16384_seed0/summary.json,pa,0.920801503017088,0.9389581318356527,0.8786492374727669,0.8923747276688453,0.8606318082788672,0.9851851851851852,0.9851778656126483,0.7397893972403776,0.8980392156862744,0.8943064633260711,0.8949068022270636,"[""PA8""]","[""PA8""]",0.0001
"[""best_model"", ""epoch_20"", ""final_model""]",16,14,0.9851851851851852,0.8536272725580095,0.87718150742624,0.9851851851851853,0.87718150742624,16384,,"[""best_model"", ""epoch_20"", ""final_model""]",,results_pa_confmanifold_coarse/17-23_04-29-26_confman_paperish_mid_lowdrop_unkPA2_c16384_seed0/config.json,,open_conf,0.05,200,,1.0,True,True,True,0.0001,5e-05,29,results_pa_confmanifold_coarse/17-23_04-29-26_confman_paperish_mid_lowdrop_unkPA2_c16384_seed0/history.json,0.7869496578735019,0.07023038030380295,29,0.9925925925925926,0.9925925925925926,29,0.8536272725580095,0.7253382954838371,29,0.87718150742624,0.6022241764655126,29,0.16878834587556343,0.03483881024574792,29,0.9925916779849363,0.9925916779849363,29,"[""PA3"", ""PA4"", ""PA8""]",0.0,0.1,0.0001,0.3,val_macro_f1,3,,dqn_proxy_softmax3,,,,results_pa_confmanifold_coarse,results_pa_confmanifold_coarse/17-23_04-29-26_confman_paperish_mid_lowdrop_unkPA2_c16384_seed0,confman_paperish_mid_lowdrop_unkPA2_c16384_seed0,plateau,0,pilot_noisy_torch,digital,open_pa,results_pa_confmanifold_coarse/17-23_04-29-26_confman_paperish_mid_lowdrop_unkPA2_c16384_seed0/summary.json,pa,0.8496500549393643,0.8686762864098893,0.603435003631082,0.7510965867828614,0.7245889615105301,0.9962962962962963,0.9962961819809254,0.7472984749455338,0.7666630355846041,0.7544517066085693,0.757403776325345,"[""PA2""]","[""PA2""]",0.0001
"[""best_model"", ""epoch_20"", ""final_model""]",16,34,0.9851851851851852,0.9766597142970853,0.9948116433583379,0.9851778656126483,0.9948116433583379,16384,,"[""best_model"", ""epoch_20"", ""final_model""]",,results_pa_confmanifold_coarse/17-25_04-29-26_confman_paperish_mid_lowdrop_unkPA3_c16384_seed0/config.json,,open_conf,0.05,200,,1.0,True,True,True,0.0001,2.5e-05,49,results_pa_confmanifold_coarse/17-25_04-29-26_confman_paperish_mid_lowdrop_unkPA3_c16384_seed0/history.json,0.8488643977377149,0.06418789842772106,49,1.0,0.9962962962962963,49,0.9780239589077206,0.9780239589077206,49,0.9948116433583379,0.9919739642142894,49,0.22171878891962546,0.009710844604436447,49,1.0,0.9962961819809254,49,"[""PA2"", ""PA4"", ""PA8""]",0.0,0.1,0.0001,0.3,val_macro_f1,3,,dqn_proxy_softmax3,,,,results_pa_confmanifold_coarse,results_pa_confmanifold_coarse/17-25_04-29-26_confman_paperish_mid_lowdrop_unkPA3_c16384_seed0,confman_paperish_mid_lowdrop_unkPA3_c16384_seed0,plateau,0,pilot_noisy_torch,digital,open_pa,results_pa_confmanifold_coarse/17-25_04-29-26_confman_paperish_mid_lowdrop_unkPA3_c16384_seed0/summary.json,pa,0.9570891832946915,0.9799301454027624,0.9749128540305012,0.9837073347857661,0.9368620188816268,0.9777777777777777,0.9777530589543938,0.7630610021786493,0.9811147421931735,0.9815141612200436,0.982112079399661,"[""PA3""]","[""PA3""]",0.0001
"[""best_model"", ""epoch_20"", ""final_model""]",16,15,0.9851851851851852,0.8941384956684445,0.9493093889312826,0.9851778656126483,0.9493093889312826,16384,,"[""best_model"", ""epoch_20"", ""final_model""]",,results_pa_confmanifold_coarse/17-30_04-29-26_confman_paperish_mid_lowdrop_unkPA4_c16384_seed0/config.json,,open_conf,0.05,200,,1.0,True,True,True,0.0001,0.0001,30,results_pa_confmanifold_coarse/17-30_04-29-26_confman_paperish_mid_lowdrop_unkPA4_c16384_seed0/history.json,0.8198069884663537,0.08911275673243735,30,1.0,0.9962962962962963,30,0.916448474610769,0.703114251032974,30,0.9493093889312826,0.7474352383832983,30,0.26406800702766137,0.01579915556918692,30,1.0,0.9962961819809254,30,"[""PA2"", ""PA3"", ""PA8""]",0.0,0.1,0.0001,0.3,val_macro_f1,3,,dqn_proxy_softmax3,,,,results_pa_confmanifold_coarse,results_pa_confmanifold_coarse/17-30_04-29-26_confman_paperish_mid_lowdrop_unkPA4_c16384_seed0,confman_paperish_mid_lowdrop_unkPA4_c16384_seed0,plateau,0,pilot_noisy_torch,digital,open_pa,results_pa_confmanifold_coarse/17-30_04-29-26_confman_paperish_mid_lowdrop_unkPA4_c16384_seed0/summary.json,pa,0.868629222331089,0.9557149070223881,0.6055047204066812,0.924575163398693,0.7601481481481482,0.9925925925925926,0.9925916779849363,0.43461147421931734,0.9166013071895426,0.919448075526507,0.9202081820382476,"[""PA4""]","[""PA4""]",0.0001
"[""best_model"", ""epoch_20"", ""final_model""]",16,19,0.9925925925925926,0.9499503767501802,0.9738894721359089,0.9925916779849363,0.9738894721359089,16384,,"[""best_model"", ""epoch_20"", ""final_model""]",,results_pa_confmanifold_coarse/17-32_04-29-26_confman_paperish_mid_lowdrop_unkPA8_c16384_seed0/config.json,,open_conf,0.05,200,,1.0,True,True,True,0.0001,5e-05,34,results_pa_confmanifold_coarse/17-32_04-29-26_confman_paperish_mid_lowdrop_unkPA8_c16384_seed0/history.json,0.7128355648782518,0.046414230633822696,34,0.9925925925925926,0.9925925925925926,34,0.96848694321232,0.9098521436189803,34,0.9738894721359089,0.9455052313685075,34,0.13613507416513232,0.03878133231429038,34,0.9925916779849363,0.9925916779849363,34,"[""PA2"", ""PA3"", ""PA4""]",0.0,0.1,0.0001,0.3,val_macro_f1,3,,dqn_proxy_softmax3,,,,results_pa_confmanifold_coarse,results_pa_confmanifold_coarse/17-32_04-29-26_confman_paperish_mid_lowdrop_unkPA8_c16384_seed0,confman_paperish_mid_lowdrop_unkPA8_c16384_seed0,plateau,0,pilot_noisy_torch,digital,open_pa,results_pa_confmanifold_coarse/17-32_04-29-26_confman_paperish_mid_lowdrop_unkPA8_c16384_seed0/summary.json,pa,0.9559434871252056,0.9797921978623679,0.9138997821350763,0.9771096586782861,0.9275766158315177,0.9851851851851852,0.9851778656126483,0.8006753812636165,0.9697240377632534,0.9764742193173566,0.974435971919632,"[""PA8""]","[""PA8""]",0.0001
"[""best_model"", ""final_model""]",16,4,0.9851851851851852,0.8937629317331977,0.8954765315723214,0.9851851851851853,0.8954765315723214,16384,,"[""best_model"", ""final_model""]",,results_pa_confmanifold_coarse/17-35_04-29-26_confman_paperish_mid_smooth_unkPA2_c16384_seed0/config.json,,open_conf,0.05,200,,1.0,True,True,True,0.0001,0.0001,19,results_pa_confmanifold_coarse/17-35_04-29-26_confman_paperish_mid_smooth_unkPA2_c16384_seed0/history.json,1.0149833399152,0.3112866343013824,19,0.9925925925925926,0.9925925925925926,19,0.8937629317331977,0.7103301081343406,19,0.8954765315723214,0.6480362446141588,19,0.42710995453375356,0.07276790925750026,19,0.9925916779849363,0.9925916779849363,19,"[""PA3"", ""PA4"", ""PA8""]",0.05,0.1,0.0001,0.5,val_macro_f1,2,,dqn_proxy_softmax3,,,,results_pa_confmanifold_coarse,results_pa_confmanifold_coarse/17-35_04-29-26_confman_paperish_mid_smooth_unkPA2_c16384_seed0,confman_paperish_mid_smooth_unkPA2_c16384_seed0,plateau,0,pilot_noisy_torch,digital,open_pa,results_pa_confmanifold_coarse/17-35_04-29-26_confman_paperish_mid_smooth_unkPA2_c16384_seed0/summary.json,pa,0.8999338811719853,0.9028307736015557,0.8132824981844591,0.8199055918663761,0.8128917937545388,0.9962962962962963,0.9962961819809254,0.7967755991285403,0.8149527959331881,0.8195424836601308,0.8181336238198984,"[""PA2""]","[""PA2""]",0.0001
"[""best_model"", ""epoch_20"", ""epoch_50"", ""final_model""]",16,61,0.9962962962962963,0.9518857178007697,0.9940253617252863,0.9962961819809254,0.9940253617252863,16384,,"[""best_model"", ""epoch_20"", ""epoch_50"", ""final_model""]",,results_pa_confmanifold_coarse/17-37_04-29-26_confman_paperish_mid_smooth_unkPA3_c16384_seed0/config.json,,open_conf,0.05,200,,1.0,True,True,True,0.0001,6.25e-06,76,results_pa_confmanifold_coarse/17-37_04-29-26_confman_paperish_mid_smooth_unkPA3_c16384_seed0/history.json,1.0396746262671455,0.2400509360290709,76,1.0,1.0,76,0.9832105662786964,0.9436140139948153,76,0.9940253617252863,0.9874625585442462,76,0.46471624043252735,0.030863132079442343,76,1.0,1.0,76,"[""PA2"", ""PA4"", ""PA8""]",0.05,0.1,0.0001,0.5,val_macro_f1,4,,dqn_proxy_softmax3,,,,results_pa_confmanifold_coarse,results_pa_confmanifold_coarse/17-37_04-29-26_confman_paperish_mid_smooth_unkPA3_c16384_seed0,confman_paperish_mid_smooth_unkPA3_c16384_seed0,plateau,0,pilot_noisy_torch,digital,open_pa,results_pa_confmanifold_coarse/17-37_04-29-26_confman_paperish_mid_smooth_unkPA3_c16384_seed0/summary.json,pa,0.9444493755101423,0.9952081359382883,0.9878177196804648,0.9953122730573711,0.8953006535947713,0.9962962962962963,0.9962961819809254,0.5063217138707334,0.9933587509077706,0.9936928104575165,0.9941212781408861,"[""PA3""]","[""PA3""]",0.0001
