run_name,run_dir,checkpoint,sweep_grid,paper_set,family_tag,unknown_pas,seed,source_type,source_name,dataset_tag,noise_tag,num_classes,class_names,method,known_closed_acc,known_closed_macro_f1,known_closed_per_class_recall,known_osr_acc,known_osr_macro_f1,known_reject_rate,known_osr_per_class_recall,known_osr_per_class_reject_rate,known_osr_min_per_class_recall,known_osr_max_per_class_reject_rate,unknown_precision,unknown_recall,unknown_f1,known_accept_rate,unknown_detect_rate,bias_delta,osr_acc,osr_macro_f1,osr_confusion_matrix,label_names_with_unknown,unknown_auroc,calibration_mode,no_feasible_solution,baseline_known_closed_acc,baseline_known_closed_macro_f1,sweep_candidates,top_feasible_count_saved,top_fallback_count_saved,best_regime,best_spec_name,best_true_unknown_name,best_heldout_class_name,best_is_structure_aligned,best_top2_threshold,best_var_percentiles,best_energy_percentiles,best_feasible,best_known_floor_ratio,best_per_class_floor_ratio,osr_summary_path,osr_run_dir
og_ref_ent005_lr2e4_unkPA2_c16384_seed0,/home/atrott/adamArchives/Adam/varMax/PADataset/results_pa_ota_primary/og_ref_ent005_lr2e4_unkPA2_c16384_seed0,best_model,smoke,OG,ref_ent005_lr2e4,"[""PA2""]",0,ota,ota_core_high_run01,ota_core_high_run01,high_run01,4,"[""PA1"", ""PA3"", ""PA4"", ""PA8""]",varmax_oracle_smoke,0.999851851851852,0.9998518518445358,"{1: 1.0, 2: 1.0, 3: 0.9995555555555555}",0.8468148148148148,0.6877760078982482,0.1531851851851851,"{1: 0.8357777777777777, 2: 0.8535555555555555, 3: 0.8511111111111112}","{1: 0.16422222222222221, 2: 0.14644444444444443, 3: 0.14888888888888888}",0.8357777777777777,0.1642222222222222,0.9133713136729222,0.8566040700872162,0.8840773628512346,0.8468148148148148,0.8566040700872162,-0.0097892552724013,0.8532114802074241,0.8386111749079666,"[[    0     0     0     0     0]
 [    0  3761     0     0   739]
 [    0     0  3841     0   659]
 [    0     0     0  3830   670]
 [    0     7     3  3640 21804]]","['PA1', 'PA3', 'PA4', 'PA8', 'unknown']",0.9431465359442888,oracle,True,1.0,1.0,10,0,10,oracle,oracle,PA2,,,0.98,"[10.0, 90.0]","[10.0, 90.0]",False,0.95,0.95,results_pa_osr_eval/og_ref_ent005_lr2e4_unkPA2_c16384_seed0__best_model__smoke/osr_summary.csv,results_pa_osr_eval/og_ref_ent005_lr2e4_unkPA2_c16384_seed0__best_model__smoke
og_ref_ent005_lr2e4_unkPA2_c16384_seed0,/home/atrott/adamArchives/Adam/varMax/PADataset/results_pa_ota_primary/og_ref_ent005_lr2e4_unkPA2_c16384_seed0,best_model,smoke,OG,ref_ent005_lr2e4,"[""PA2""]",0,ota,ota_core_high_run01,ota_core_high_run01,high_run01,4,"[""PA1"", ""PA3"", ""PA4"", ""PA8""]",varmax_surrogate_all_smoke,0.999851851851852,0.9998518518445358,"{1: 1.0, 2: 1.0, 3: 0.9995555555555555}",0.8537037037037037,0.6906855315169735,0.1462962962962962,"{1: 0.8217777777777778, 2: 0.8737777777777778, 3: 0.8655555555555555}","{1: 0.17822222222222223, 2: 0.12622222222222224, 3: 0.13444444444444445}",0.8217777777777778,0.1782222222222222,0.8388281377509385,0.4038265105680836,0.5451893497401082,0.8537037037037037,0.4038265105680836,0.4498771931356201,0.5597371258407352,0.6773375920109096,"[[    0     0     0     0     0]
 [    0  3698     0     0   802]
 [    0     0  3932     0   568]
 [    0     0     0  3895   605]
 [    0     9     3 15163 10279]]","['PA1', 'PA3', 'PA4', 'PA8', 'unknown']",0.4943625203344304,surrogate_all,True,1.0,1.0,10,0,10,mismatched,mismatched:PA3,PA2,PA3,False,0.95,"[10.0, 90.0]","[10.0, 90.0]",False,0.95,0.95,results_pa_osr_eval/og_ref_ent005_lr2e4_unkPA2_c16384_seed0__best_model__smoke/osr_summary.csv,results_pa_osr_eval/og_ref_ent005_lr2e4_unkPA2_c16384_seed0__best_model__smoke
