run_name,save_dir,task,split_mode,unknown_pas,known_pa_names,unknown_pa_names,open_label,known_label_map,num_classes,class_names,best_epoch,best_val_metric,best_val_acc,best_val_macro_f1,best_val_dqn_proxy_softmax3,best_val_dqn_proxy_expanded5,val_open_source,n_val_open,n_val_known_balanced,n_val_open_balanced,test_known_loss,test_known_acc,test_known_macro_f1,test_known_weighted_f1,test_known_n_samples,test_pmax_auroc,test_p1p2_auroc,test_entropy_auroc,test_energy_auroc,test_logit_variance_auroc,test_softmax3_mean_auroc,test_expanded5_mean_auroc,test_dqn_proxy_softmax3,test_dqn_proxy_expanded5,test_known_pmax_mean,test_open_pmax_mean,test_known_p1p2_mean,test_open_p1p2_mean,test_known_entropy_mean,test_open_entropy_mean,val_softmax3_mean_auroc,val_expanded5_mean_auroc,val_dqn_proxy_softmax3,val_dqn_proxy_expanded5,n_train,n_val,n_test_known,n_test_open,test_open_n_samples,cache_len,batch_size,lr,weight_decay,lambda_center,label_smoothing,entropy_loss_weight,mlp_dropout,class_weight_mode,grad_clip_norm,scheduler_name,early_stopping_mode,open_conf_selection_metric,epochs,seed,source_type,source_name,dataset_tag,noise_tag,available_checkpoints,paper_set,protocol_tag,family_tag,pas,protocols,cache_root,run_schema_version,use_timestamped_run_dir,summary_path,run_dir
og_ref_ent005_lr2e4_unkPA2_c16384_seed0,results_pa_ota_primary/og_ref_ent005_lr2e4_unkPA2_c16384_seed0,pa,open_pa,"[""PA2""]","[""PA1"", ""PA3"", ""PA4"", ""PA8""]","[""PA2""]",-1,"{""0"": 0, ""2"": 1, ""3"": 2, ""4"": 3}",4,"[""PA1"", ""PA3"", ""PA4"", ""PA8""]",1,0.9302659749901786,0.9999259259259259,0.9999259259250115,0.9254691811640898,0.9302659749901786,true_val_open,4491,4491,4491,0.0723158764022368,0.9998518518518519,0.9998518518445358,0.9998518518445358,13500,0.852176690558713,0.8507944585585037,0.8522444962444962,0.878249490002299,0.8741204729519335,0.8517385484539043,0.8615171216631892,0.9228284591184935,0.9281107097166339,0.9304208755493164,0.9476255774497986,0.9063968658447266,0.9267318844795227,0.3283182978630066,0.23719559609889984,0.856493205284531,0.8653947842244275,0.9254691811640898,0.9302659749901786,63000,13500,13500,25454,25454,16384,8,0.0002,0.0,0.1,0.1,0.05,0.3,,,cosine,open_conf,dqn_proxy_expanded5,1,0,ota,ota_core_high_run01,ota_core_high_run01,high_run01,"[""best_model"", ""final_model""]",OG,all,ref_ent005_lr2e4,"[""PA2"", ""PA3"", ""PA4"", ""PA8""]",,/home/atrott/adamArchives/Adam/varMax/PADataset/_feature_cache_nvme/len16384/norm/ota__ota_core_high_run01__high_run01,final_parallel_experiment_system,False,results_pa_ota_primary/og_ref_ent005_lr2e4_unkPA2_c16384_seed0/summary.json,results_pa_ota_primary/og_ref_ent005_lr2e4_unkPA2_c16384_seed0
